Truthful/deceptive bias:-1
hints,0.0
friends,0.18000000000000002
making,0.36
fans,-2.7755575615628914e-17
happy,-2.7755575615628914e-17
reunion,0.36
hit,-0.09000000000000008
show,0.36
thing,0.3600000000000002
can,-0.6299999999999997
think,1.1699999999999997
maybe,0.44999999999999996
fun,0.36
thanksgiving,-0.18
episode,-0.09000000000000002
talk,0.36
however,0.44999999999999984
studio,0.0
produced,0.09
new,-0.27000000000000013
york,0.44999999999999996
post,0.72
has,-0.4500000000000003
pitt,0.45
emotional,0.4499999999999999
support,-0.27
divorce,-0.7200000000000001
celeb,-0.6299999999999999
dirty,-0.36
reportedly,-0.6300000000000001
back,0.4500000000000002
touch,-0.27
texting,0.09
both,-0.2699999999999998
sides,0.18
over,-0.9
not,-1.7099999999999997
anything,-0.27
more,0.17999999999999994
probably,0.36
fear,-0.27
coming,0.27
across,0.09000000000000002
petty,0.36
same,-0.44999999999999984
woman,0.18000000000000002
now,-0.3600000000000002
single,-0.63
while,0.2699999999999998
seemingly,0.18
married,0.18000000000000013
claim,-0.18
past,0.18000000000000002
few,-0.8100000000000002
days,-0.36
discussing,0.0
being,-0.17999999999999997
but,0.2700000000000002
offering,-0.18
spent,0.7199999999999999
decade,0.27
since,0.45000000000000007
filed,0.45000000000000007
took,1.2600000000000002
kids,-0.36
doesnt,-1.0799999999999996
take,-0.36
time,-0.3600000000000001
seen,-0.09000000000000008
heard,0.18000000000000002
moonlight,0.0
most,1.2600000000000002
films,2.7755575615628914e-17
years,0.9000000000000006
awards,0.18
best,0.44999999999999984
picture,0.8099999999999999
whatever,2.7755575615628914e-17
reasons,0.27
feel,0.45
surprise,0.44999999999999996
may,-1.2600000000000002
call,-0.36
way,0.17999999999999985
leave,-0.27
love,0.63
left,-0.18000000000000002
issues,-0.18
those,0.2699999999999998
talking,2.7755575615628914e-17
exwife,0.09
might,-0.18000000000000013
done,-0.27000000000000013
do,-0.5400000000000003
jealous,0.0
let,-0.26999999999999996
know,0.0
thoughts,-0.44999999999999996
comments,-0.5399999999999999
below,-0.36
pregnant,-5.551115123125783e-17
baby,0.3600000000000001
mom,0.0
long,-0.4500000000000002
wish,2.7755575615628914e-17
according,0.09000000000000008
report,0.7200000000000001
expecting,0.09
child,-0.18000000000000002
husband,-0.36
reported,-0.18000000000000008
friend,-0.44999999999999996
couple,-0.08999999999999997
revealed,-0.36
magazine,-0.27
wanted,-0.5399999999999999
news,0.18000000000000002
bad,-0.09000000000000002
life,0.27
mother,0.08999999999999997
almost,-0.54
pregnancy,0.8999999999999999
turned,-0.36
times,0.17999999999999997
spoken,0.44999999999999996
directly,-0.09
weve,0.36
entire,0.27
story,0.9899999999999999
make,-0.09000000000000008
romantic,-0.45
allegedly,-0.09000000000000002
perfect,0.0
pda,0.09
definitely,-0.44999999999999996
seemed,-0.36
super,0.36000000000000004
wife,-0.36
seem,-0.6299999999999999
marriage,-0.54
insider,-1.4400000000000004
side,0.72
